title,line,syllable,length,anceps,new,comment2,anceps
1,539,runt,long,long,long,,
1,539,-,space,space,space,,
1,539,gra,short,short,short,,
1,539,du,long,UNK,long,,
1,539,-,space,space,space,,
1,540,cum,short,UNK,long,,
1,540,-,space,space,space,,
1,540,phry,short,short,short,,
1,540,gi,short,short,short,,
1,540,bus,short,short,short,,
1,540,-,space,space,space,,
1,540,is,long,long,long,,
1,540,tos,long,UNK,long,,
1,540,-,space,space,space,,
1,540,vi,long,long,long,,
1,540,ci,short,short,short,,
1,540,mus,long,long,long,,
1,540,-,space,space,space,,
1,540,te,short,UNK,short,,
1,540,ne,elision,elision,elision,,
1,540,-,space,space,space,,
1,540,hor,long,long,long,,
1,540,re,short,short,short,,
1,540,am,short,UNK,short,,
1,540,-,space,space,space,,
1,541,a,short,short,short,,
1,541,li,short,short,short,,
1,541,e,long,long,long,,
1,541,na,elision,elision,elision,,
1,541,-,space,space,space,,
1,541,in,short,short,short,,
1,541,er,long,long,long,,
1,541,ti,long,UNK,long,,
1,541,-,space,space,space,,
1,541,te,long,long,long,,
1,541,la,short,short,short,,
1,541,-,space,space,space,,
1,541,ia,short,short,short,,
1,541,cu,short,short,short,,
1,541,lan,short,UNK,long,,
1,541,tem,long,long,long,,
1,541,-,space,space,space,,
1,541,ma,short,short,short,,
1,541,nu,long,UNK,long,,
1,541,-,space,space,space,,
1,542,quid,short,UNK,long,,
1,542,-,space,space,space,,
1,542,si,elision,elision,elision,,
1,542,-,space,space,space,,
1,542,ip,long,long,long,,
1,542,se,short,short,short,,
1,542,-,space,space,space,,
1,542,mit,long,long,long,,
1,542,tat,short,UNK,long,,
1,542,-,space,space,space,,
1,542,plu,long,long,long,,
1,542,ra,short,short,short,,
1,542,-,space,space,space,,
1,542,cum,elision,elision,elision,,
1,542,-,space,space,space,,
1,542,au,long,UNK,long,,
1,542,de,long,UNK,long,,
1,542,ret,long,long,long,,
1,542,-,space,space,space,,
1,542,fu,short,short,short,,
1,542,rens,long,UNK,long,,
1,542,-,space,space,space,,
1,543,tri,short,UNK,short,,
1,543,den,long,long,long,,
1,543,te,short,short,short,,
1,543,-,space,space,space,,
1,543,ru,long,long,long,,
1,543,pem,short,UNK,long,,
1,543,-,space,space,space,,
1,543,sub,long,long,long,,
1,543,ru,short,short,short,,
1,543,it,long,long,long,,
1,543,-,space,space,space,,
1,543,pul,short,UNK,long,,
1,543,sam,long,long,long,,
1,543,-,space,space,space,,
1,543,pa,short,short,short,,
1,543,ter,short,UNK,long,,
1,543,-,space,space,space,,
1,544,nep,short,UNK,long,,
1,544,tu,long,long,long,,
1,544,nus,short,short,short,,
1,544,-,space,space,space,,
1,544,i,long,long,long,,
1,544,mis,long,UNK,long,,
1,544,-,space,space,space,,
1,544,ex,long,long,long,,
1,544,e,short,short,short,,
1,544,rens,long,long,long,,
1,544,-,space,space,space,,
1,544,un,short,UNK,long,,
1,544,dis,long,long,long,,
1,544,-,space,space,space,,
1,544,ca,short,short,short,,
1,544,put,short,UNK,long,,
1,544,-,space,space,space,,
1,545,sol,short,UNK,long,,
1,545,vit,long,long,long,,
1,545,que,short,short,short,,
1,545,-,space,space,space,,
1,545,mon,long,long,long,,
1,545,tem,short,UNK,short,,
1,545,-,space,space,space,,
1,545,quem,long,long,long,,
1,545,-,space,space,space,,
1,545,ca,short,short,short,,
1,545,dens,long,long,long,,
1,545,-,space,space,space,,
1,545,se,long,UNK,long,,
1,545,cum,long,long,long,,
1,545,-,space,space,space,,
1,545,tu,short,short,short,,
1,545,lit,short,UNK,long,,
1,545,-,space,space,space,,
1,546,ter,short,UNK,long,,
1,546,ra,long,long,long,,
1,546,que,elision,elision,elision,,
1,546,-,space,space,space,,
1,546,et,short,short,short,,
1,546,-,space,space,space,,
1,546,ig,long,long,long,,
1,546,ne,short,UNK,short,,
1,546,-,space,space,space,,
1,546,vic,long,long,long,,
1,546,tus,short,short,short,,
1,546,-,space,space,space,,
1,546,et,long,long,long,,
1,546,-,space,space,space,,
1,546,pe,short,short,short,,
1,546,la,short,short,short,,
1,546,go,long,long,long,,
1,546,-,space,space,space,,
1,546,ia,short,short,short,,
1,546,cet,short,UNK,long,,
1,546,-,space,space,space,,
1,547,nos,long,UNK,long,,
1,547,-,space,space,space,,
1,547,a,short,short,short,,
1,547,li,short,short,short,,
1,547,a,short,short,short,,
1,547,-,space,space,space,,
1,547,ma,long,long,long,,
1,547,ior,short,UNK,long,,
1,547,-,space,space,space,,
1,547,nau,long,UNK,long,,
1,547,fra,short,short,short,,
1,547,gos,long,long,long,,
1,547,-,space,space,space,,
1,547,pes,short,UNK,long,,
1,547,tis,long,long,long,,
1,547,-,space,space,space,,
1,547,vo,short,short,short,,
1,547,cat,short,UNK,short,,
1,547,-,space,space,space,,
1,548,est,short,UNK,long,,
1,548,-,space,space,space,,
1,548,hu,short,short,short,,
1,548,mi,short,short,short,,
1,548,lis,short,short,short,,
1,548,-,space,space,space,,
1,548,un,long,long,long,,
1,548,da,short,nom,long,UNK,
1,548,-,space,space,space,,
1,548,scru,long,long,long,,
1,548,peis,short,short,short,,
1,548,-,space,space,space,,
1,548,men,short,UNK,long,,
1,548,dax,long,long,long,,
1,548,-,space,space,space,,
1,548,va,short,short,short,,
1,548,dis,long,UNK,long,,
1,548,-,space,space,space,,
1,549,u,short,short,short,,
1,549,bi,short,short,short,,
1,549,-,space,space,space,,
1,549,sa,long,long,long,,
1,549,xa,short,short,short,,
1,549,-,space,space,space,,
1,549,ra,short,short,short,,
1,549,pi,short,short,short,,
1,549,dis,long,UNK,long,,
1,549,-,space,space,space,,
1,549,clau,long,UNK,long,,
1,549,sa,short,short,short,,
1,549,-,space,space,space,,
1,549,ver,long,long,long,,
1,549,ti,short,short,short,,
1,549,ci,short,short,short,,
1,549,bus,long,long,long,,
1,549,-,space,space,space,,
1,549,te,short,short,short,,
1,549,git,long,UNK,long,,
1,549,-,space,space,space,,
1,550,fal,short,UNK,long,,
1,550,lax,long,long,long,,
1,550,-,space,space,space,,
1,550,cap,short,short,short,,
1,550,he,long,long,long,,
1,550,re,short,short,short,,
1,550,us,short,short,short,,
1,550,-,space,space,space,,
1,550,aes,long,UNK,long,,
1,550,tu,short,short,short,,
1,550,at,long,long,long,,
1,550,-,space,space,space,,
1,550,sco,short,short,short,,
1,550,pu,short,short,short,,
1,550,lis,long,long,long,,
1,550,-,space,space,space,,
1,550,fre,short,short,short,,
1,550,tum,short,UNK,long,,
1,550,-,space,space,space,,
1,551,fer,short,UNK,long,,
1,551,vet,long,long,long,,
1,551,que,short,short,short,,
1,551,-,space,space,space,,
1,551,sem,long,long,long,,
1,551,per,short,UNK,long,,
1,551,-,space,space,space,,
1,551,fluc,long,long,long,,
1,551,tus,short,short,short,,
1,551,-,space,space,space,,
1,551,al,long,long,long,,
1,551,ter,short,UNK,long,,
1,551,na,long,long,long,,
1,551,-,space,space,space,,
1,551,vi,short,short,short,,
1,551,ce,short,UNK,short,,
1,551,-,space,space,space,,
1,552,arx,short,UNK,long,,
1,552,-,space,space,space,,
1,552,im,long,long,long,,
1,552,mi,short,short,short,,
1,552,net,long,long,long,,
1,552,-,space,space,space,,
1,552,prae,long,UNK,long,,
1,552,rup,long,long,long,,
1,552,ta,short,short,short,,
1,552,-,space,space,space,,
1,552,quae,long,?,long,diphthong?,UNK
1,552,-,space,space,space,,
1,552,spec,short,UNK,long,,
1,552,tat,long,long,long,,
1,552,-,space,space,space,,
1,552,ma,short,short,short,,
1,552,re,short,UNK,short,,
1,552,-,space,space,space,,
1,553,u,short,UNK,long,,
1,553,trim,long,long,long,,
1,553,que,short,short,short,,
1,553,-,space,space,space,,
1,553,ge,short,short,short,,
1,553,mi,short,short,short,,
1,553,num,short,UNK,long,,
1,553,-,space,space,space,,
1,553,pe,short,short,short,,
1,553,lo,short,short,short,,
1,553,pis,short,short,short,,
1,553,-,space,space,space,,
1,553,hinc,long,long,long,,
1,553,-,space,space,space,,
1,553,o,long,UNK,long,,
1,553,ras,long,long,long,,
1,553,-,space,space,space,,
1,553,tu,short,short,short,,
1,553,i,long,UNK,long,,
1,553,-,space,space,space,,
1,554,hinc,short,UNK,long,,
1,554,-,space,space,space,,
1,554,sce,short,short,short,,
1,554,le,short,short,short,,
1,554,re,short,short,short,,
1,554,-,space,space,space,,
1,554,lem,long,long,long,,
1,554,non,short,UNK,short,,
1,554,-,space,space,space,,
1,554,no,long,long,long,,
1,554,bi,short,short,short,,
1,554,lem,elision,elision,elision,,
1,554,-,space,space,space,,
1,554,hinc,long,long,long,,
1,554,-,space,space,space,,
1,554,an,short,UNK,long,,
1,554,the,long,long,long,,
1,554,do,short,short,short,,
1,554,na,short,?,short,Greek word?,UNK
1,554,-,space,space,space,,
1,555,tar,short,UNK,long,,
1,555,dam,long,long,long,,
1,555,que,short,short,short,,
1,555,-,space,space,space,,
1,555,ra,short,short,short,,
1,555,ti,short,short,short,,
1,555,bus,short,UNK,short,,
1,555,-,space,space,space,,
1,555,au,long,UNK,long,,
1,555,li,short,short,short,,
1,555,da,elision,elision,elision,,
1,555,-,space,space,space,,
1,555,hanc,long,long,long,,
1,555,-,space,space,space,,
1,555,ar,short,UNK,long,,
1,555,cem,elision,elision,elision,,
1,555,-,space,space,space,,
1,555,oc,long,long,long,,
1,555,cu,short,short,short,,
1,555,pat,short,UNK,long,,
1,555,-,space,space,space,,
1,556,pa,short,short,short,,
1,556,la,short,short,short,,
1,556,me,long,long,long,,
1,556,dis,short,short,short,,
1,556,-,space,space,space,,
1,556,il,long,long,long,,
1,556,le,short,UNK,short,,
1,556,-,space,space,space,,
1,556,ge,short,short,short,,
1,556,ni,short,short,short,,
1,556,tor,short,short,short,,
1,556,-,space,space,space,,
1,556,et,long,long,long,,
1,556,-,space,space,space,,
1,556,cla,long,UNK,long,,
1,556,rum,long,long,long,,
1,556,-,space,space,space,,
1,556,ma,short,short,short,,
1,556,nu,long,UNK,long,,
1,556,-,space,space,space,,
1,557,lu,long,UNK,long,,
1,557,men,long,long,long,,
1,557,-,space,space,space,,
1,557,ne,short,short,short,,
1,557,fan,long,long,long,,
1,557,da,long,abl,long,UNK,
1,557,-,space,space,space,,
1,557,ver,long,long,long,,
1,557,ti,short,short,short,,
1,557,ce,elision,elision,elision,,
1,557,-,space,space,space,,
1,557,e,long,long,long,,
1,557,-,space,space,space,,
1,557,sum,short,UNK,long,,
1,557,mo,elision,elision,elision,,
1,557,-,space,space,space,,
1,557,ef,long,long,long,,
1,557,fe,short,short,short,,
1,557,rens,long,UNK,long,,
1,557,-,space,space,space,,
1,558,in,short,UNK,long,,
1,558,-,space,space,space,,
1,558,sa,long,long,long,,
1,558,xa,short,short,short,,
1,558,-,space,space,space,,
1,558,du,long,long,long,,
1,558,cit,short,UNK,long,,
1,558,-,space,space,space,,
1,558,per,long,long,long,,
1,558,fi,short,short,short,,
1,558,da,long,long,long,,
1,558,-,space,space,space,,
1,558,clas,short,UNK,long,,
1,558,sem,long,long,long,,
1,558,-,space,space,space,,
1,558,fa,short,short,short,,
1,558,ce,short,UNK,short,,
1,558,-,space,space,space,,
1,559,hae,long,UNK,long,,
1,559,rent,long,long,long,,
1,559,-,space,space,space,,
1,559,a,short,short,short,,
1,559,cu,long,long,long,,
1,559,tis,long,UNK,long,,
1,559,-,space,space,space,,
1,559,ru,long,long,long,,
1,559,pi,short,short,short,,
1,559,bus,long,long,long,,
1,559,-,space,space,space,,
1,559,fi,long,UNK,long,,
1,559,xae,long,UNK,long,,
1,559,-,space,space,space,,
1,559,ra,short,short,short,,
1,559,tes,long,UNK,long,,
1,559,-,space,space,space,,
1,560,has,long,UNK,long,,
1,560,-,space,space,space,,
1,560,in,short,short,short,,
1,560,o,short,short,short,,
1,560,pis,short,short,short,,
1,560,-,space,space,space,,
1,560,un,long,long,long,,
1,560,dae,long,UNK,long,,
1,560,-,space,space,space,,
1,560,bre,short,short,short,,
1,560,vi,short,short,short,,
1,560,a,short,short,short,,
1,560,-,space,space,space,,
1,560,com,long,long,long,,
1,560,mi,short,short,short,,
1,560,nu,short,short,short,,
1,560,unt,long,long,long,,
1,560,-,space,space,space,,
1,560,va,short,short,short,,
1,560,da,short,UNK,short,,
1,560,-,space,space,space,,
1,561,pars,short,UNK,long,,
1,561,-,space,space,space,,
1,561,ve,short,short,short,,
1,561,hi,short,short,short,,
1,561,tur,short,short,short,,
1,561,-,space,space,space,,
1,561,hu,long,long,long,,
1,561,ius,short,?syllabification,long,UNK,
1,561,-,space,space,space,,
1,561,pri,long,long,long,,
1,561,ma,short,short,short,,
1,561,-,space,space,space,,
1,561,pars,long,long,long,,
1,561,-,space,space,space,,
1,561,sco,short,short,short,,
1,561,pu,short,short,short,,
1,561,lo,long,long,long,,
1,561,-,space,space,space,,
1,561,se,short,short,short,,
1,561,det,short,UNK,short,,
1,561,-,space,space,space,,
1,562,et,short,UNK,long,,
1,562,-,space,space,space,,
1,562,frac,long,long,long,,
1,562,ta,short,short,short,,
1,562,-,space,space,space,,
1,562,fran,long,long,long,,
1,562,git,short,UNK,long,,
1,562,-,space,space,space,,
1,562,iam,long,long,long,,
1,562,-,space,space,space,,
1,562,ti,short,short,short,,
1,562,ment,long,long,long,,
1,562,-,space,space,space,,
1,562,ter,short,UNK,long,,
1,562,ram,long,long,long,,
1,562,-,space,space,space,,
1,562,ra,short,short,short,,
1,562,tes,long,UNK,long,,
1,562,-,space,space,space,,
1,563,et,short,UNK,short,,
1,563,-,space,space,space,,
1,563,ma,short,short,short,,
1,563,ri,short,short,short,,
1,563,a,short,short,short,,
1,563,-,space,space,space,,
1,563,ma,long,long,long,,
1,563,lunt,short,UNK,long,,
1,563,-,space,space,space,,
1,563,ce,short,short,short,,
1,563,ci,short,short,short,,
1,563,dit,short,short,short,,
1,563,-,space,space,space,,
1,563,in,long,long,long,,
1,563,-,space,space,space,,
1,563,lu,long,UNK,long,,
1,563,cem,long,long,long,,
1,563,-,space,space,space,,
1,563,fu,short,short,short,,
1,563,ror,short,UNK,long,,
1,563,-,space,space,space,,
1,564,post,short,UNK,long,,
1,564,quam,long,long,long,,
1,564,-,space,space,space,,
1,564,li,short,short,short,,
1,564,ta,long,long,long,,
1,564,tum,elision,elision,elision,,
1,564,-,space,space,space,,
1,564,est,short,UNK,long,,
1,564,-,space,space,space,,
1,564,i,long,long,long,,
1,564,li,short,short,short,,
1,564,o,long,long,long,,
1,564,-,space,space,space,,
1,564,phoe,long,UNK,long,,
1,564,bus,long,long,long,,
1,564,-,space,space,space,,
1,564,re,short,short,short,,
1,564,dit,short,UNK,short,,
1,564,-,space,space,space,,
1,565,et,short,UNK,long,,
1,565,-,space,space,space,,
1,565,dam,long,long,long,,
1,565,na,short,short,short,,
1,565,-,space,space,space,,
1,565,noc,long,long,long,,
1,565,tis,short,UNK,long,,
1,565,-,space,space,space,,
1,565,tris,long,long,long,,
1,565,tis,short,short,short,,
1,565,-,space,space,space,,
1,565,os,long,long,long,,
1,565,ten,short,UNK,long,,
1,565,dit,long,long,long,,
1,565,-,space,space,space,,
1,565,di,short,short,short,,
1,565,es,long,UNK,long,,
1,565,-,space,space,space,,
1,566,u,short,UNK,long,,
1,566,trum,long,long,long,,
1,566,que,short,short,short,,
1,566,-,space,space,space,,
1,566,do,short,short,short,,
1,566,le,short,short,short,,
1,566,am,short,UNK,long,,
1,566,-,space,space,space,,
1,566,lae,long,UNK,long,,
1,566,ter,short,short,short,,
1,566,-,space,space,space,,
1,566,an,long,long,long,,
1,566,-,space,space,space,,
1,566,re,short,short,short,,
1,566,du,short,short,short,,
1,566,cem,long,long,long,,
1,566,-,space,space,space,,
1,566,vi,short,short,short,,
1,566,rum,short,UNK,long,,
1,566,-,space,space,space,,
1,567,re,short,short,short,,
1,567,me,short,short,short,,
1,567,as,long,long,long,,
1,567,se,short,short,short,,
1,567,-,space,space,space,,
1,567,lae,long,UNK,long,,
1,567,tor,short,UNK,long,,
1,567,-,space,space,space,,
1,567,vul,long,long,long,,
1,567,nus,short,short,short,,
1,567,-,space,space,space,,
1,567,et,long,long,long,,
1,567,-,space,space,space,,
1,567,reg,long,UNK,long,,
1,567,ni,long,long,long,,
1,567,-,space,space,space,,
1,567,gra,short,short,short,,
1,567,ve,short,UNK,short,,
1,567,-,space,space,space,,
1,568,lu,long,UNK,long,,
1,568,ge,long,long,long,,
1,568,re,short,short,short,,
1,568,-,space,space,space,,
1,568,co,long,long,long,,
1,568,gor,short,UNK,long,,
1,568,-,space,space,space,,
1,568,red,long,long,long,,
1,568,de,short,short,short,,
1,568,-,space,space,space,,
1,568,iam,long,long,long,,
1,568,-,space,space,space,,
1,568,gra,long,?,long,Grai?,UNK
1,568,is,long,long,long,,
1,568,-,space,space,space,,
1,568,pa,short,short,short,,
1,568,ter,short,UNK,short,,
1,568,-,space,space,space,,
1,569,al,short,UNK,long,,
1,569,ti,short,short,short,,
1,569,so,short,short,short,,
1,569,na,short,short,short,,
1,569,-,space,space,space,,
1,569,qua,short,short,short,,
1,569,ti,short,short,short,,
1,569,ens,long,UNK,long,,
1,569,-,space,space,space,,
1,569,reg,long,long,long,,
1,569,na,short,short,short,,
1,569,-,space,space,space,,
1,569,pla,long,long,long,,
1,569,ca,long,UNK,long,,
1,569,tos,long,long,long,,
1,569,-,space,space,space,,
1,569,de,short,short,short,,
1,569,os,long,UNK,long,,
1,569,-,space,space,space,,
1,570,nunc,short,UNK,long,,
1,570,-,space,space,space,,
1,570,om,long,long,long,,
1,570,ne,short,short,short,,
1,570,-,space,space,space,,
1,570,lae,long,UNK,long,,
1,570,ta,short,UNK,long,,
1,570,-,space,space,space,,
1,570,fron,long,long,long,,
1,570,de,short,short,short,,
1,570,-,space,space,space,,
1,570,ve,long,long,long,,
1,570,le,long,UNK,long,,
1,570,tur,long,long,long,,
1,570,-,space,space,space,,
1,570,ca,short,short,short,,
1,570,put,short,UNK,long,,
1,570,-,space,space,space,,
1,571,sa,short,UNK,long,,
1,571,cri,short,short,short,,
1,571,fi,short,short,short,,
1,571,ca,short,short,short,,
1,571,-,space,space,space,,
1,571,dul,long,long,long,,
1,571,ces,long,UNK,long,,
1,571,-,space,space,space,,
1,571,ti,long,long,long,,
1,571,bi,short,short,short,,
1,571,a,elision,elision,elision,,
1,571,-,space,space,space,,
1,571,ef,long,long,long,,
1,571,fun,short,UNK,long,,
1,571,dat,long,long,long,,
1,571,-,space,space,space,,
1,571,mo,short,short,short,,
1,571,dos,long,UNK,long,,
1,571,-,space,space,space,,
1,572,et,short,UNK,long,,
1,572,-,space,space,space,,
1,572,ni,short,short,short,,
1,572,ve,short,short,short,,
1,572,a,short,short,short,,
1,572,-,space,space,space,,
1,572,mag,long,long,long,,
1,572,nas,long,UNK,long,,
1,572,-,space,space,space,,
1,572,vic,long,long,long,,
1,572,ti,short,short,short,,
1,572,ma,elision,elision,elision,,
1,572,-,space,space,space,,
1,572,an,long,long,long,,
1,572,te,elision,elision,elision,,
1,572,-,space,space,space,,
1,572,a,long,UNK,long,,
1,572,ras,long,long,long,,
1,572,-,space,space,space,,
1,572,ca,short,short,short,,
1,572,dat,short,UNK,long,,
1,572,-,space,space,space,,
1,573,sed,long,long,long,UNK,
1,573,-,space,space,space,,
1,573,ec,long,long,long,,
1,573,ce,short,short,short,,
1,573,-,space,space,space,,
1,573,tur,long,long,long,,
1,573,ba,short,UNK,long,,
1,573,-,space,space,space,,
1,573,tris,long,long,long,,
1,573,tis,short,short,short,,
1,573,-,space,space,space,,
1,573,in,long,long,long,,
1,573,comp,long,?,long,syllabification?,UNK
1,573,tae,long,UNK,long,,
1,573,-,space,space,space,,
1,573,co,short,short,short,,
1,573,mas,long,UNK,long,,
1,573,-,space,space,space,,
1,574,ef,short,UNK,long,,
1,574,fre,long,long,long,,
1,574,na,short,short,short,,
1,574,-,space,space,space,,
1,574,phoe,long,UNK,long,,
1,574,bas,long,UNK,long,,
1,574,-,space,space,space,,
1,574,en,long,long,long,,
1,574,the,short,short,short,,
1,574,as,long,long,long,,
1,574,-,space,space,space,,
1,574,lau,long,UNK,long,,
1,574,rus,long,long,long,,
1,574,-,space,space,space,,
1,574,qua,short,short,short,,
1,574,tit,short,UNK,long,,
1,574,-,space,space,space,,
1,100,ra,short,short,,,
1,100,tis,long,long,,,
1,100,-,space,space,,,
1,100,ui,short,short,,,
1,100,de,long,long,,,
1,100,re,short,short,,,
1,100,-,space,space,,,
1,100,so,short,short,,,
1,100,ci,short,short,,,
1,100,a,short,short,,,
1,100,-,space,space,,,
1,100,non,long,long,,,
1,100,-,space,space,,,
1,100,po,short,short,,,
1,100,tu,short,short,,,
1,100,it,long,long,,,
1,100,-,space,space,,,
1,100,ra,short,short,,,
1,100,tem,short,short,,,
1,101,mis,long,long,,,
1,101,ce,long,long,,,
1,101,re,short,short,,,
1,101,-,space,space,,,
1,101,lae,long,long,,,
1,101,to,long,long,,,
1,101,nun,long,long,,,
1,101,ti,short,short,,,
1,101,um,long,long,,,
1,101,-,space,space,,,
1,101,re,short,short,,,
1,101,fu,short,short,,,
1,101,git,long,long,,,
1,101,-,space,space,,,
1,101,lo,short,short,,,
1,101,qui,long,long,,,
1,102,iam,long,long,,,
1,102,que,elision,elision,,,
1,102,-,space,space,,,
1,102,en,long,long,,,
1,102,se,short,short,,,
1,102,-,space,space,,,
1,102,fes,long,long,,,
1,102,sum,long,long,,,
1,102,-,space,space,,,
1,102,mi,long,long,,,
1,102,les,short,short,,,
1,102,-,space,space,,,
1,102,ex,long,long,,,
1,102,o,short,short,,,
1,102,ne,short,short,,,
1,102,rat,long,long,,,
1,102,-,space,space,,,
1,102,la,short,short,,,
1,102,tus,short,short,,,
1,103,sul,long,long,,,
1,103,ca,long,long,,,
1,103,ta,short,short,,,
1,103,-,space,space,,,
1,103,vib,long,long,,,
1,103,rant,long,long,,,
1,103,-,space,space,,,
1,103,ae,long,long,,,
1,103,quo,short,short,,,
1,103,ra,elision,elision,,,
1,103,-,space,space,,,
1,103,et,long,long,,,
1,103,-,space,space,,,
1,103,la,short,short,,,
1,103,te,short,short,,,
1,103,ra,elision,elision,,,
1,103,-,space,space,,,
1,103,inc,long,long,,,
1,103,re,short,short,,,
1,103,pant,long,long,,,
1,104,cum,long,long,,,
1,104,-,space,space,,,
1,104,su,short,short,,,
1,104,bi,short,short,,,
1,104,to,short,short,,,
1,104,-,space,space,,,
1,104,lu,long,long,,,
1,104,na,short,short,,,
1,104,-,space,space,,,
1,104,con,long,long,,,
1,104,di,short,short,,,
1,104,tur,long,long,,,
1,104,-,space,space,,,
1,104,stel,long,long,,,
1,104,lae,long,long,,,
1,104,-,space,space,,,
1,104,la,short,short,,,
1,104,tent,long,long,,,
1,105,Stry,long,long,,,
1,105,mo,short,short,,,
1,105,ni,short,short,,,
1,105,us,short,short,,,
1,105,-,space,space,,,
1,105,al,long,long,,,
1,105,tas,long,long,,,
1,105,-,space,space,,,
1,105,A,short,short,,,
1,105,qui,short,short,,,
1,105,lo,short,short,,,
1,105,-,space,space,,,
1,105,con,long,long,,,
1,105,tor,long,long,,,
1,105,quet,long,long,,,
1,105,-,space,space,,,
1,105,ni,short,short,,,
1,105,ves,long,long,,,
1,106,vi,short,short,,,
1,106,de,long,long,,,
1,106,re,short,short,,,
1,106,-,space,space,,,
1,106,sal,long,long,,,
1,106,tem,elision,elision,,,
1,106,-,space,space,,,
1,106,et,long,long,,,
1,106,-,space,space,,,
1,106,nos,long,long,,,
1,106,se,short,short,,,
1,106,-,space,space,,,
1,106,quo,long,long,,,
1,106,-,space,space,,,
1,106,pe,short,short,,,
1,106,re,short,short,,,
1,106,ant,long,long,,,
1,106,-,space,space,,,
1,106,ma,short,short,,,
1,106,lo,long,long,,,
1,107,et,long,long,,,
1,107,-,space,space,,,
1,107,pro,long,long,,,
1,107,ra,short,short,,,
1,107,-,space,space,,,
1,107,pro,long,long,,,
1,107,rae,long,long,,,
1,107,-,space,space,,,
1,107,no,short,short,,,
1,107,cu,short,short,,,
1,107,it,short,short,,,
1,107,-,space,space,,,
1,107,et,long,long,,,
1,107,-,space,space,,,
1,107,la,short,short,,,
1,107,te,short,short,,,
1,107,ri,long,long,,,
1,107,-,space,space,,,
1,107,la,short,short,,,
1,107,tus,short,short,,,
1,108,sed,long,long,,,
1,108,-,space,space,,,
1,108,trun,long,long,,,
1,108,ca,short,short,,,
1,108,-,space,space,,,
1,108,to,long,long,,,
1,108,to,long,long,,,
1,108,-,space,space,,,
1,108,pup,long,long,,,
1,108,pis,short,short,,,
1,108,-,space,space,,,
1,108,I,long,long,,,
1,108,ca,short,short,,,
1,108,ri,short,short,,,
1,108,o,long,long,,,
1,108,-,space,space,,,
1,108,na,short,short,,,
1,108,tat,short,short,,,
1,109,et,short,short,,,
1,109,-,space,space,,,
1,109,Isth,long,long,,,
1,109,mon,short,short,,,
1,109,-,space,space,,,
1,109,ar,long,long,,,
1,109,to,long,long,,,
1,109,-,space,space,,,
1,109,qui,long,long,,,
1,109,-,space,space,,,
1,109,re,short,short,,,
1,109,cur,long,long,,,
1,109,va,long,long,,,
1,109,tus,long,long,,,
1,109,-,space,space,,,
1,109,so,short,short,,,
1,109,lo,long,long,,,
1,110,Io,long,long,,,
1,110,ni,short,short,,,
1,110,a,short,short,,,
1,110,-,space,space,,,
1,110,i,short,short,,,
1,110,un,long,long,,,
1,110,gi,long,long,,,
1,110,-,space,space,,,
1,110,ma,short,short,,,
1,110,ri,short,short,,,
1,110,a,short,short,,,
1,110,-,space,space,,,
1,110,Phrix,long,long,,,
1,110,e,short,short,,,
1,110,is,long,long,,,
1,110,-,space,space,,,
1,110,ve,short,short,,,
1,110,tat,long,long,,,
1,111,hanc,long,long,,,
1,111,-,space,space,,,
1,111,a,short,short,,,
1,111,li,short,short,,,
1,111,a,short,short,,,
1,111,-,space,space,,,
1,111,ret,long,long,,,
1,111,ro,long,long,,,
1,111,-,space,space,,,
1,111,spa,short,short,,,
1,111,ti,short,short,,,
1,111,a,short,short,,,
1,111,-,space,space,,,
1,111,re,short,short,,,
1,111,le,short,short,,,
1,111,gen,long,long,,,
1,111,tem,long,long,,,
1,111,-,space,space,,,
1,111,fe,short,short,,,
1,111,rit,short,short,,,
1,112,I,long,long,,,
1,112,li,short,short,,,
1,112,a,short,short,,,
1,112,des,short,short,,,
1,112,-,space,space,,,
1,112,ad,long,long,,,
1,112,sunt,long,long,,,
1,112,-,space,space,,,
1,112,quas,long,long,,,
1,112,-,space,space,,,
1,112,su,short,short,,,
1,112,per,long,long,,,
1,112,-,space,space,,,
1,112,cel,long,long,,,
1,112,so,long,long,,,
1,112,-,space,space,,,
1,112,gra,short,short,,,
1,112,du,long,long,,,
