title,line,syllable,anceps,length,comment1,comment2
1,566,cem,long,long,,
1,566,-,space,,,
1,566,vi,short,short,,
1,566,rum,UNK,short,,
1,566,-,space,,,
1,567,re,short,short,,
1,567,me,short,short,,
1,567,as,long,long,,
1,567,se,short,short,,
1,567,-,space,,,
1,567,lae,UNK,long,,
1,567,tor,UNK,short,,
1,567,-,space,,,
1,567,vul,long,long,,
1,567,nus,short,short,,
1,567,-,space,,,
1,567,et,long,long,,
1,567,-,space,,,
1,567,reg,UNK,long,,
1,567,ni,long,long,,
1,567,-,space,,,
1,567,gra,short,short,,
1,567,ve,UNK,short,,
1,567,-,space,,,
1,568,lu,UNK,long,,
1,568,ge,long,long,,
1,568,re,short,short,,
1,568,-,space,,,
1,568,co,long,long,,
1,568,gor,UNK,short,,
1,568,-,space,,,
1,568,red,long,long,,
1,568,de,short,short,,
1,568,-,space,,,
1,568,iam,long,long,,
1,568,-,space,,,
1,568,gra,UNK,long,?,Grai?
1,568,is,long,long,,
1,568,-,space,,,
1,568,pa,short,short,,
1,568,ter,UNK,short,,
1,568,-,space,,,
1,569,al,UNK,short,,
1,569,ti,short,short,,
1,569,so,short,short,,
1,569,na,short,short,,
1,569,-,space,,,
1,569,qua,short,short,,
1,569,ti,short,short,,
1,569,ens,UNK,long,,
1,569,-,space,,,
1,569,reg,long,long,,
1,569,na,short,short,,
1,569,-,space,,,
1,569,pla,long,long,,
1,569,ca,UNK,long,,
1,569,tos,long,long,,
1,569,-,space,,,
1,569,de,short,short,,
1,569,os,UNK,long,,
1,569,-,space,,,
1,570,nunc,UNK,short,,
1,570,-,space,,,
1,570,om,long,long,,
1,570,ne,short,short,,
1,570,-,space,,,
1,570,lae,UNK,long,,
1,570,ta,UNK,short,,
1,570,-,space,,,
1,570,fron,long,long,,
1,570,de,short,short,,
1,570,-,space,,,
1,570,ve,long,long,,
1,570,le,UNK,long,,
1,570,tur,long,long,,
1,570,-,space,,,
1,570,ca,short,short,,
1,570,put,UNK,short,,
1,570,-,space,,,
1,571,sa,UNK,short,,
1,571,cri,short,short,,
1,571,fi,short,short,,
1,571,ca,short,short,,
1,571,-,space,,,
1,571,dul,long,long,,
1,571,ces,UNK,long,,
1,571,-,space,,,
1,571,ti,long,long,,
1,571,bi,short,short,,
1,571,a,elision,elision,,
1,571,-,space,,,
1,571,ef,long,long,,
1,571,fun,UNK,short,,
1,571,dat,long,long,,
1,571,-,space,,,
1,571,mo,short,short,,
1,571,dos,UNK,long,,
1,571,-,space,,,
1,572,et,UNK,short,,
1,572,-,space,,,
1,572,ni,short,short,,
1,572,ve,short,short,,
1,572,a,short,short,,
1,572,-,space,,,
1,572,mag,long,long,,
1,572,nas,UNK,long,,
1,572,-,space,,,
1,572,vic,long,long,,
1,572,ti,short,short,,
1,572,ma,elision,elision,,
1,572,-,space,,,
1,572,an,long,long,,
1,572,te,elision,elision,,
1,572,-,space,,,
1,572,a,UNK,long,,
1,572,ras,long,long,,
1,572,-,space,,,
1,572,ca,short,short,,
1,572,dat,UNK,short,,
1,572,-,space,,,
1,573,sed,UNK,long,long,
1,573,-,space,,,
1,573,ec,long,long,,
1,573,ce,short,short,,
1,573,-,space,,,
1,573,tur,long,long,,
1,573,ba,UNK,short,,
1,573,-,space,,,
1,573,tris,long,long,,
1,573,tis,short,short,,
1,573,-,space,,,
1,573,in,long,long,,
1,573,comp,UNK,long,?,syllabification?
1,573,tae,UNK,long,,
1,573,-,space,,,
1,573,co,short,short,,
1,573,mas,UNK,long,,
1,573,-,space,,,
1,574,ef,UNK,short,,
1,574,fre,long,long,,
1,574,na,short,short,,
1,574,-,space,,,
1,574,phoe,UNK,long,,
1,574,bas,UNK,long,,
1,574,-,space,,,
1,574,en,long,long,,
1,574,the,short,short,,
1,574,as,long,long,,
1,574,-,space,,,
1,574,lau,UNK,long,,
1,574,rus,long,long,,
1,574,-,space,,,
1,574,qua,short,short,,
1,574,tit,UNK,short,,
1,409,ra,,short,,
1,409,tis,,long,,
1,409,-,,space,,
1,409,ui,,short,,
1,409,de,,long,,
1,409,re,,short,,
1,409,-,,space,,
1,409,so,,short,,
1,409,ci,,short,,
1,409,a,,short,,
1,409,-,,space,,
1,409,non,,long,,
1,409,-,,space,,
1,409,po,,short,,
1,409,tu,,short,,
1,409,it,,long,,
1,409,-,,space,,
1,409,ra,,short,,
1,409,tem,,short,,
1,417,mis,,long,,
1,417,ce,,long,,
1,417,re,,short,,
1,417,-,,space,,
1,417,lae,,long,,
1,417,to,,long,,
1,417,nun,,long,,
1,417,ti,,short,,
1,417,um,,long,,
1,417,-,,space,,
1,417,re,,short,,
1,417,fu,,short,,
1,417,git,,long,,
1,417,-,,space,,
1,417,lo,,short,,
1,417,qui,,long,,
1,423,iam,,long,,
1,423,que,,elision,,
1,423,-,,space,,
1,423,en,,long,,
1,423,se,,short,,
1,423,-,,space,,
1,423,fes,,long,,
1,423,sum,,long,,
1,423,-,,space,,
1,423,mi,,long,,
1,423,les,,short,,
1,423,-,,space,,
1,423,ex,,long,,
1,423,o,,short,,
1,423,ne,,short,,
1,423,rat,,long,,
1,423,-,,space,,
1,423,la,,short,,
1,423,tus,,short,,
1,440,sul,,long,,
1,440,ca,,long,,
1,440,ta,,short,,
1,440,-,,space,,
1,440,vib,,long,,
1,440,rant,,long,,
1,440,-,,space,,
1,440,ae,,long,,
1,440,quo,,short,,
1,440,ra,,elision,,
1,440,-,,space,,
1,440,et,,long,,
1,440,-,,space,,
1,440,la,,short,,
1,440,te,,short,,
1,440,ra,,elision,,
1,440,-,,space,,
1,440,inc,,long,,
1,440,re,,short,,
1,440,pant,,long,,
1,470,cum,,long,,
1,470,-,,space,,
1,470,su,,short,,
1,470,bi,,short,,
1,470,to,,short,,
1,470,-,,space,,
1,470,lu,,long,,
1,470,na,,short,,
1,470,-,,space,,
1,470,con,,long,,
1,470,di,,short,,
1,470,tur,,long,,
1,470,-,,space,,
1,470,stel,,long,,
1,470,lae,,long,,
1,470,-,,space,,
1,470,la,,short,,
1,470,tent,,long,,
1,479,Stry,,long,,
1,479,mo,,short,,
1,479,ni,,short,,
1,479,us,,short,,
1,479,-,,space,,
1,479,al,,long,,
1,479,tas,,long,,
1,479,-,,space,,
1,479,A,,short,,
1,479,qui,,short,,
1,479,lo,,short,,
1,479,-,,space,,
1,479,con,,long,,
1,479,tor,,long,,
1,479,quet,,long,,
1,479,-,,space,,
1,479,ni,,short,,
1,479,ves,,long,,
1,492,vi,,short,,
1,492,de,,long,,
1,492,re,,short,,
1,492,-,,space,,
1,492,sal,,long,,
1,492,tem,,elision,,
1,492,-,,space,,
1,492,et,,long,,
1,492,-,,space,,
1,492,nos,,long,,
1,492,se,,short,,
1,492,-,,space,,
1,492,quo,,long,,
1,492,-,,space,,
1,492,pe,,short,,
1,492,re,,short,,
1,492,ant,,long,,
1,492,-,,space,,
1,492,ma,,short,,
1,492,lo,,long,,
1,498,et,,long,,
1,498,-,,space,,
1,498,pro,,long,,
1,498,ra,,short,,
1,498,-,,space,,
1,498,pro,,long,,
1,498,rae,,long,,
1,498,-,,space,,
1,498,no,,short,,
1,498,cu,,short,,
1,498,it,,short,,
1,498,-,,space,,
1,498,et,,long,,
1,498,-,,space,,
1,498,la,,short,,
1,498,te,,short,,
1,498,ri,,long,,
1,498,-,,space,,
1,498,la,,short,,
1,498,tus,,short,,
1,506,sed,,long,,
1,506,-,,space,,
1,506,trun,,long,,
1,506,ca,,short,,
1,506,-,,space,,
1,506,to,,long,,
1,506,to,,long,,
1,506,-,,space,,
1,506,pup,,long,,
1,506,pis,,short,,
1,506,-,,space,,
1,506,I,,long,,
1,506,ca,,short,,
1,506,ri,,short,,
1,506,o,,long,,
1,506,-,,space,,
1,506,na,,short,,
1,506,tat,,short,,
1,564,et,,short,,
1,564,-,,space,,
1,564,Isth,,long,,
1,564,mon,,short,,
1,564,-,,space,,
1,564,ar,,long,,
1,564,to,,long,,
1,564,-,,space,,
1,564,qui,,long,,
1,564,-,,space,,
1,564,re,,short,,
1,564,cur,,long,,
1,564,va,,long,,
1,564,tus,,long,,
1,564,-,,space,,
1,564,so,,short,,
1,564,lo,,long,,
1,565,Io,,long,,
1,565,ni,,short,,
1,565,a,,short,,
1,565,-,,space,,
1,565,i,,short,,
1,565,un,,long,,
1,565,gi,,long,,
1,565,-,,space,,
1,565,ma,,short,,
1,565,ri,,short,,
1,565,a,,short,,
1,565,-,,space,,
1,565,Phrix,,long,,
1,565,e,,short,,
1,565,is,,long,,
1,565,-,,space,,
1,565,ve,,short,,
1,565,tat,,long,,
1,574,hanc,,long,,
1,574,-,,space,,
1,574,a,,short,,
1,574,li,,short,,
1,574,a,,short,,
1,574,-,,space,,
1,574,ret,,long,,
1,574,ro,,long,,
1,574,-,,space,,
1,574,spa,,short,,
1,574,ti,,short,,
1,574,a,,short,,
1,574,-,,space,,
1,574,re,,short,,
1,574,le,,short,,
1,574,gen,,long,,
1,574,tem,,long,,
1,574,-,,space,,
1,574,fe,,short,,
1,574,rit,,short,,
1,587,I,,long,,
1,587,li,,short,,
1,587,a,,short,,
1,587,des,,short,,
1,587,-,,space,,
1,587,ad,,long,,
1,587,sunt,,long,,
1,587,-,,space,,
1,587,quas,,long,,
1,587,-,,space,,
1,587,su,,short,,
1,587,per,,long,,
1,587,-,,space,,
1,587,cel,,long,,
1,587,so,,long,,
1,587,-,,space,,
1,587,gra,,short,,
1,587,du,,long,,
