title,line,syllable,length,comment1,comment2,anceps
1,562,ter,short,,,UNK
1,562,ram,long,,,long
1,562,-,space,,,space
1,562,ra,short,,,short
1,562,tes,long,,,UNK
1,562,-,space,,,space
1,563,et,short,,,UNK
1,563,-,space,,,space
1,563,ma,short,,,short
1,563,ri,short,,,short
1,563,a,short,,,short
1,563,-,space,,,space
1,563,ma,long,,,long
1,563,lunt,short,,,UNK
1,563,-,space,,,space
1,563,ce,short,,,short
1,563,ci,short,,,short
1,563,dit,short,,,short
1,563,-,space,,,space
1,563,in,long,,,long
1,563,-,space,,,space
1,563,lu,long,,,UNK
1,563,cem,long,,,long
1,563,-,space,,,space
1,563,fu,short,,,short
1,563,ror,short,,,UNK
1,563,-,space,,,space
1,564,post,short,,,UNK
1,564,quam,long,,,long
1,564,-,space,,,space
1,564,li,short,,,short
1,564,ta,long,,,long
1,564,tum,elision,,,elision
1,564,-,space,,,space
1,564,est,short,,,UNK
1,564,-,space,,,space
1,564,i,long,,,long
1,564,li,short,,,short
1,564,o,long,,,long
1,564,-,space,,,space
1,564,phoe,long,,,UNK
1,564,bus,long,,,long
1,564,-,space,,,space
1,564,re,short,,,short
1,564,dit,short,,,UNK
1,564,-,space,,,space
1,565,et,short,,,UNK
1,565,-,space,,,space
1,565,dam,long,,,long
1,565,na,short,,,short
1,565,-,space,,,space
1,565,noc,long,,,long
1,565,tis,short,,,UNK
1,565,-,space,,,space
1,565,tris,long,,,long
1,565,tis,short,,,short
1,565,-,space,,,space
1,565,os,long,,,long
1,565,ten,short,,,UNK
1,565,dit,long,,,long
1,565,-,space,,,space
1,565,di,short,,,short
1,565,es,long,,,UNK
1,565,-,space,,,space
1,566,u,short,,,UNK
1,566,trum,long,,,long
1,566,que,short,,,short
1,566,-,space,,,space
1,566,do,short,,,short
1,566,le,short,,,short
1,566,am,short,,,UNK
1,566,-,space,,,space
1,566,lae,long,,,UNK
1,566,ter,short,,,short
1,566,-,space,,,space
1,566,an,long,,,long
1,566,-,space,,,space
1,566,re,short,,,short
1,566,du,short,,,short
1,566,cem,long,,,long
1,566,-,space,,,space
1,566,vi,short,,,short
1,566,rum,short,,,UNK
1,566,-,space,,,space
1,567,re,short,,,short
1,567,me,short,,,short
1,567,as,long,,,long
1,567,se,short,,,short
1,567,-,space,,,space
1,567,lae,long,,,UNK
1,567,tor,short,,,UNK
1,567,-,space,,,space
1,567,vul,long,,,long
1,567,nus,short,,,short
1,567,-,space,,,space
1,567,et,long,,,long
1,567,-,space,,,space
1,567,reg,long,,,UNK
1,567,ni,long,,,long
1,567,-,space,,,space
1,567,gra,short,,,short
1,567,ve,short,,,UNK
1,567,-,space,,,space
1,568,lu,long,,,UNK
1,568,ge,long,,,long
1,568,re,short,,,short
1,568,-,space,,,space
1,568,co,long,,,long
1,568,gor,short,,,UNK
1,568,-,space,,,space
1,568,red,long,,,long
1,568,de,short,,,short
1,568,-,space,,,space
1,568,iam,long,,,long
1,568,-,space,,,space
1,568,gra,long,?,Grai?,UNK
1,568,is,long,,,long
1,568,-,space,,,space
1,568,pa,short,,,short
1,568,ter,short,,,UNK
1,568,-,space,,,space
1,569,al,short,,,UNK
1,569,ti,short,,,short
1,569,so,short,,,short
1,569,na,short,,,short
1,569,-,space,,,space
1,569,qua,short,,,short
1,569,ti,short,,,short
1,569,ens,long,,,UNK
1,569,-,space,,,space
1,569,reg,long,,,long
1,569,na,short,,,short
1,569,-,space,,,space
1,569,pla,long,,,long
1,569,ca,long,,,UNK
1,569,tos,long,,,long
1,569,-,space,,,space
1,569,de,short,,,short
1,569,os,long,,,UNK
1,569,-,space,,,space
1,570,nunc,short,,,UNK
1,570,-,space,,,space
1,570,om,long,,,long
1,570,ne,short,,,short
1,570,-,space,,,space
1,570,lae,long,,,UNK
1,570,ta,short,,,UNK
1,570,-,space,,,space
1,570,fron,long,,,long
1,570,de,short,,,short
1,570,-,space,,,space
1,570,ve,long,,,long
1,570,le,long,,,UNK
1,570,tur,long,,,long
1,570,-,space,,,space
1,570,ca,short,,,short
1,570,put,short,,,UNK
1,570,-,space,,,space
1,571,sa,short,,,UNK
1,571,cri,short,,,short
1,571,fi,short,,,short
1,571,ca,short,,,short
1,571,-,space,,,space
1,571,dul,long,,,long
1,571,ces,long,,,UNK
1,571,-,space,,,space
1,571,ti,long,,,long
1,571,bi,short,,,short
1,571,a,elision,,,elision
1,571,-,space,,,space
1,571,ef,long,,,long
1,571,fun,short,,,UNK
1,571,dat,long,,,long
1,571,-,space,,,space
1,571,mo,short,,,short
1,571,dos,long,,,UNK
1,571,-,space,,,space
1,572,et,short,,,UNK
1,572,-,space,,,space
1,572,ni,short,,,short
1,572,ve,short,,,short
1,572,a,short,,,short
1,572,-,space,,,space
1,572,mag,long,,,long
1,572,nas,long,,,UNK
1,572,-,space,,,space
1,572,vic,long,,,long
1,572,ti,short,,,short
1,572,ma,elision,,,elision
1,572,-,space,,,space
1,572,an,long,,,long
1,572,te,elision,,,elision
1,572,-,space,,,space
1,572,a,long,,,UNK
1,572,ras,long,,,long
1,572,-,space,,,space
1,572,ca,short,,,short
1,572,dat,short,,,UNK
1,572,-,space,,,space
1,573,sed,long,long,,UNK
1,573,-,space,,,space
1,573,ec,long,,,long
1,573,ce,short,,,short
1,573,-,space,,,space
1,573,tur,long,,,long
1,573,ba,short,,,UNK
1,573,-,space,,,space
1,573,tris,long,,,long
1,573,tis,short,,,short
1,573,-,space,,,space
1,573,in,long,,,long
1,573,comp,long,?,syllabification?,UNK
1,573,tae,long,,,UNK
1,573,-,space,,,space
1,573,co,short,,,short
1,573,mas,long,,,UNK
1,573,-,space,,,space
1,574,ef,short,,,UNK
1,574,fre,long,,,long
1,574,na,short,,,short
1,574,-,space,,,space
1,574,phoe,long,,,UNK
1,574,bas,long,,,UNK
1,574,-,space,,,space
1,574,en,long,,,long
1,574,the,short,,,short
1,574,as,long,,,long
1,574,-,space,,,space
1,574,lau,long,,,UNK
1,574,rus,long,,,long
1,574,-,space,,,space
1,574,qua,short,,,short
1,574,tit,short,,,UNK
1,100,ra,short,,,
1,100,tis,long,,,
1,100,-,space,,,
1,100,ui,short,,,
1,100,de,long,,,
1,100,re,short,,,
1,100,-,space,,,
1,100,so,short,,,
1,100,ci,short,,,
1,100,a,short,,,
1,100,-,space,,,
1,100,non,long,,,
1,100,-,space,,,
1,100,po,short,,,
1,100,tu,short,,,
1,100,it,long,,,
1,100,-,space,,,
1,100,ra,short,,,
1,100,tem,short,,,
1,101,mis,long,,,
1,101,ce,long,,,
1,101,re,short,,,
1,101,-,space,,,
1,101,lae,long,,,
1,101,to,long,,,
1,101,nun,long,,,
1,101,ti,short,,,
1,101,um,long,,,
1,101,-,space,,,
1,101,re,short,,,
1,101,fu,short,,,
1,101,git,long,,,
1,101,-,space,,,
1,101,lo,short,,,
1,101,qui,long,,,
1,102,iam,long,,,
1,102,que,elision,,,
1,102,-,space,,,
1,102,en,long,,,
1,102,se,short,,,
1,102,-,space,,,
1,102,fes,long,,,
1,102,sum,long,,,
1,102,-,space,,,
1,102,mi,long,,,
1,102,les,short,,,
1,102,-,space,,,
1,102,ex,long,,,
1,102,o,short,,,
1,102,ne,short,,,
1,102,rat,long,,,
1,102,-,space,,,
1,102,la,short,,,
1,102,tus,short,,,
1,103,sul,long,,,
1,103,ca,long,,,
1,103,ta,short,,,
1,103,-,space,,,
1,103,vib,long,,,
1,103,rant,long,,,
1,103,-,space,,,
1,103,ae,long,,,
1,103,quo,short,,,
1,103,ra,elision,,,
1,103,-,space,,,
1,103,et,long,,,
1,103,-,space,,,
1,103,la,short,,,
1,103,te,short,,,
1,103,ra,elision,,,
1,103,-,space,,,
1,103,inc,long,,,
1,103,re,short,,,
1,103,pant,long,,,
1,104,cum,long,,,
1,104,-,space,,,
1,104,su,short,,,
1,104,bi,short,,,
1,104,to,short,,,
1,104,-,space,,,
1,104,lu,long,,,
1,104,na,short,,,
1,104,-,space,,,
1,104,con,long,,,
1,104,di,short,,,
1,104,tur,long,,,
1,104,-,space,,,
1,104,stel,long,,,
1,104,lae,long,,,
1,104,-,space,,,
1,104,la,short,,,
1,104,tent,long,,,
1,105,Stry,long,,,
1,105,mo,short,,,
1,105,ni,short,,,
1,105,us,short,,,
1,105,-,space,,,
1,105,al,long,,,
1,105,tas,long,,,
1,105,-,space,,,
1,105,A,short,,,
1,105,qui,short,,,
1,105,lo,short,,,
1,105,-,space,,,
1,105,con,long,,,
1,105,tor,long,,,
1,105,quet,long,,,
1,105,-,space,,,
1,105,ni,short,,,
1,105,ves,long,,,
1,106,vi,short,,,
1,106,de,long,,,
1,106,re,short,,,
1,106,-,space,,,
1,106,sal,long,,,
1,106,tem,elision,,,
1,106,-,space,,,
1,106,et,long,,,
1,106,-,space,,,
1,106,nos,long,,,
1,106,se,short,,,
1,106,-,space,,,
1,106,quo,long,,,
1,106,-,space,,,
1,106,pe,short,,,
1,106,re,short,,,
1,106,ant,long,,,
1,106,-,space,,,
1,106,ma,short,,,
1,106,lo,long,,,
1,107,et,long,,,
1,107,-,space,,,
1,107,pro,long,,,
1,107,ra,short,,,
1,107,-,space,,,
1,107,pro,long,,,
1,107,rae,long,,,
1,107,-,space,,,
1,107,no,short,,,
1,107,cu,short,,,
1,107,it,short,,,
1,107,-,space,,,
1,107,et,long,,,
1,107,-,space,,,
1,107,la,short,,,
1,107,te,short,,,
1,107,ri,long,,,
1,107,-,space,,,
1,107,la,short,,,
1,107,tus,short,,,
1,108,sed,long,,,
1,108,-,space,,,
1,108,trun,long,,,
1,108,ca,short,,,
1,108,-,space,,,
1,108,to,long,,,
1,108,to,long,,,
1,108,-,space,,,
1,108,pup,long,,,
1,108,pis,short,,,
1,108,-,space,,,
1,108,I,long,,,
1,108,ca,short,,,
1,108,ri,short,,,
1,108,o,long,,,
1,108,-,space,,,
1,108,na,short,,,
1,108,tat,short,,,
1,109,et,short,,,
1,109,-,space,,,
1,109,Isth,long,,,
1,109,mon,short,,,
1,109,-,space,,,
1,109,ar,long,,,
1,109,to,long,,,
1,109,-,space,,,
1,109,qui,long,,,
1,109,-,space,,,
1,109,re,short,,,
1,109,cur,long,,,
1,109,va,long,,,
1,109,tus,long,,,
1,109,-,space,,,
1,109,so,short,,,
1,109,lo,long,,,
1,110,Io,long,,,
1,110,ni,short,,,
1,110,a,short,,,
1,110,-,space,,,
1,110,i,short,,,
1,110,un,long,,,
1,110,gi,long,,,
1,110,-,space,,,
1,110,ma,short,,,
1,110,ri,short,,,
1,110,a,short,,,
1,110,-,space,,,
1,110,Phrix,long,,,
1,110,e,short,,,
1,110,is,long,,,
1,110,-,space,,,
1,110,ve,short,,,
1,110,tat,long,,,
1,111,hanc,long,,,
1,111,-,space,,,
1,111,a,short,,,
1,111,li,short,,,
1,111,a,short,,,
1,111,-,space,,,
1,111,ret,long,,,
1,111,ro,long,,,
1,111,-,space,,,
1,111,spa,short,,,
1,111,ti,short,,,
1,111,a,short,,,
1,111,-,space,,,
1,111,re,short,,,
1,111,le,short,,,
1,111,gen,long,,,
1,111,tem,long,,,
1,111,-,space,,,
1,111,fe,short,,,
1,111,rit,short,,,
1,112,I,long,,,
1,112,li,short,,,
1,112,a,short,,,
1,112,des,short,,,
1,112,-,space,,,
1,112,ad,long,,,
1,112,sunt,long,,,
1,112,-,space,,,
1,112,quas,long,,,
1,112,-,space,,,
1,112,su,short,,,
1,112,per,long,,,
1,112,-,space,,,
1,112,cel,long,,,
1,112,so,long,,,
1,112,-,space,,,
1,112,gra,short,,,
1,112,du,long,,,
